Review,Sentiment,Polarity
"With 3 broken ribs and more, the only food that I can eat is your Spaghetti. Deliciously seasoned. The cheese garlic bread a treasure ans a lovely salad! Old Spaghetti Factory is my number one Sacramento Favorite!",Positive,0.8442
"I love the pasta at Old Spaghetti Factory. Our go to place for good Italian food. Big portions, cold and crisp salads and even the soups are perfect. Our go to place for Spaghetti and other Italian delights!",Positive,0.9403
Great tasting food for a reasonable price!,Positive,0.6249
Great-orange shake nice and frozen!,Positive,0.2732
Kids loved it!,Positive,0.5994
Great pasta and salad,Positive,0.6249
GOOD,Positive,0.4404
"Very tasty, arrived timely, very good as always.",Positive,0.4404
The Old Spaghetti Factory's consistently delicious food & hot fresh bread has been a favorite of my family for over 40 years!! 😊,Positive,0.8402
Chaudry was great,Positive,0.6249
"The bread, salad, and Alfredo are splendid!",Positive,0.5859
it was prepared and sent over within 25 minutes. Just as tasty as if I was at the restaurant. Very pleased.,Positive,0.5859
When my husband wanted Italian cuisine he always headed for The Old Spaghetti Factory.  And our children loved it then and still do now. A great place for families who crave good old Italian cuisine. We love you all!,Positive,0.9442
I had the crab ravioli and it was fantastic!,Positive,0.5574
Everything was great.  A nice way to start the week!,Positive,0.7845
Delivery on time and food delish,Neutral,0.0
The food was very tasty. The presentation was also pleasant. My spaghetti was neatly placed in the container,Positive,0.6908
"Fantastic meal, very home made taste.",Positive,0.5574
Very yummy,Positive,0.5267
The tots have the perfect kick!,Positive,0.5719
it's a classic place. burgers and fries and shakes,Negative,-0.1779
Exactly what I ordered! Delicious! Thank You!,Positive,0.7351
The burgers are bomb af,Negative,-0.4939
The truffle burger was so delicious!,Positive,0.5719
Burger is just fantastic 😋,Positive,0.5574
Absolutely an amazing meal!,Positive,0.624
The tots were so tasty and went very well with the brussel sprouts. I almost cried with joy.,Positive,0.513
very good and flavored,Positive,0.4404
high quality burgers,Neutral,0.0
OMG excellent,Positive,0.5719
Fabulous,Positive,0.5267
Best burger I have ever had,Positive,0.6369
very good turkey burger,Positive,0.4404
"Always great. Cooked perfectly, and delicious.",Positive,0.9186
Great burgers,Positive,0.6249
The BEST Burgers.,Positive,0.6369
"""LOVE that their burgers are """"Elevated!"""" Meat and all ingredients are consistently fresh! Smashburger is the best of the best!""",Positive,0.9423
"This pizza was amazing, arrived warm and crispy without being burned",Positive,0.6908
Fast and Reliable,Neutral,0.0
Small is perfect size for 1.,Positive,0.5719
Always a win!,Positive,0.5859
Yum!! Beautiful & early!!\n,Positive,0.5994
Good price local favorite,Positive,0.7096
My favorite pizza place,Positive,0.4588
Yummy 🤤,Positive,0.5267
Very tasty!  Crust just right!,Neutral,0.0
Tasty & Delish Hawaiian Pizza!,Neutral,0.0
My favorite supreme pizza.  Loaded.,Positive,0.765
Delish fits the name! Sooooo yummy!,Positive,0.7096
Awesome taste,Positive,0.6249
"The pizza was great. Ingredients were fresh.  I probably should have left off the additional herbs on top but that's my fault. Other than that,  great pizza!!",Positive,0.8625
cheesy and excellent,Positive,0.5719
Always consistently GREAT food!!!,Positive,0.6249
"Pizza is always ‘just the best’ in taste and portion every time I order, it’s my favorite pizza now!!",Positive,0.802
Good pizza at an affordable price,Positive,0.4404
Maui pizza was best we have had.,Positive,0.6369
The best pizza in town!,Positive,0.6369
The BBQ chicken pizza is amazing!,Positive,0.5859
The first time you were perfect I,Positive,0.5719
they never disappoint!!!,Positive,0.3089
I had never heard of Delish Pizza and gave them a chance. They may be the best pizza I've tried in Sacramento.,Positive,0.7351
Truly wonderful!,Positive,0.765
Always great tasting pizza,Positive,0.6249
Pesto  drizzle and basil on top!  Chef's kiss!,Positive,0.5574
Found out about their crispy thin crust!  Must try!,Neutral,0.0
The BEST PIZZA IN SACRAMENTO!!,Positive,0.6369
"Pizza was still warm, always fresh and the best ingredients here! I love their vegan pizza!",Positive,0.9118
Always the best.  Forgot to take photos because the pizza is amazing,Positive,0.8402
"Always amazing, no matter which Delish I go to.",Positive,0.5994
always good from here I never had a bad experience,Positive,0.6956
always loaded with toppings!,Neutral,0.0
"Great pizza, first time ordering VERY PLEASED,A+!!!",Positive,0.6249
So good! Quality pizza. Dough is never soggy and the toppings taste fresh.,Positive,0.6369
Unbeatable taste and generous toppings.,Positive,0.5106
Absolutely delicious!,Positive,0.6115
"live by the crust, die by the crust",Negative,-0.5994
the sauce is so good!! and the crust is great too. it's not thin but it's also not doughy so it's a great balance with a lot of flavor.,Positive,0.9022
This is only my second time ordering and I don’t think it’ll be my last. Pizza is so good.,Positive,0.4404
Good price and taste great!,Positive,0.7906
Always tasty and packaged well. Their prices are fantastic!,Positive,0.6908
Pesto is top notch.,Positive,0.2023
So yummy especially thin crispy !,Positive,0.5267
it was hot fresh and so delish,Positive,0.3182
"Consistency and reliable, Delish Pizza. Y'all are the best! My girl is vegetarian and these meat alternatives taste like the real deal! Thank you to the extreme for the Delish Pizza! 👁👅👁",Positive,0.8481
quick,Neutral,0.0
Best pizza!,Positive,0.6369
"Steak was a bit tough, excellent help on letting me know selected wine was out & helped replace",Positive,0.7096
Good food. Pls include salt & pepper. Thx!,Positive,0.6908
they remembered the ginger Beer. hallelujah,Positive,0.6124
Food was delicious!,Positive,0.5719
Everything was delicious and hot!,Positive,0.5719
Love their food!,Positive,0.6369
I love the food choices!,Positive,0.6369
The food here is very delicious!!!  Love BJ's!,Positive,0.836
Great food.,Positive,0.6249
Tastes so good,Positive,0.4404
food cooked perfect,Positive,0.5719
the chicken bacon ranch pizza is 10/10,Neutral,0.0
Good food and plenty to share!,Positive,0.6249
Never Fails ordering A Great White Pizza & Pizookie!,Negative,-0.2411
Very tasty and healthy options. Thank you,Positive,0.6369
Outstanding.,Positive,0.6124
The best salad in Sacramento!,Positive,0.6369
Great and easy process! The food was delivered before it’s delivery time.,Positive,0.7906
Food came earlier than scheduled and was delicious! Thank you ☺️,Positive,0.7351
quick and highly affordable... for now...,Neutral,0.0
Food came hot and it was as good as dine in,Positive,0.4404
Delicious food,Positive,0.5719
Pricey but worth it. Food was great. Good portions. Flavor and freshness was good. Delivery was fast.,Positive,0.8957
Love their food!!!,Positive,0.6369
Great selections and reasonably priced,Positive,0.6249
Best crispy chicken sandwich! And avocado rolls are a must!!,Positive,0.6369
Love their food!  Fast delivery and delicious!,Positive,0.836
good and tasty food  .,Positive,0.4404
Very good clam chowder,Positive,0.4404
they've never let me down,Neutral,0.0
top quality,Positive,0.2023
Your Pizza is good.,Positive,0.4404
Great price and easy to maneuver. Service time was also manageable.,Positive,0.7906
"Fast , great and friendly service",Positive,0.8074
Great salad.,Positive,0.6249
A magnificent salad.,Positive,0.5994
A great salad.  Thank you.,Positive,0.765
Great burger,Positive,0.6249
Great food !,Positive,0.6249
I love the food,Positive,0.6369
bc it taste good,Positive,0.4404
quality,Neutral,0.0
Great and professional!,Positive,0.6249
Uber Eats is Amazing!!!,Positive,0.6222
Best delivery guy!!!,Positive,0.6369
Delicious milkshakes and fresh chicken and fish options.,Positive,0.7184
"Baked potato perfection. Spicy chicken sandwich, my favorite. Can't go wrong with a frosty ever! Thanks",Positive,0.9033
Always well done,Positive,0.2732
Very consistent and always hits the spot.,Neutral,0.0
super fast!,Positive,0.5994
Some of the best Greek food I have ever had.,Positive,0.6369
Fast and hand delivered,Positive,0.4939
Loves this place!,Positive,0.6369
Great takeout spot. Food travels well. Tzatziki is to die for.,Positive,0.3182
Everything I ordered was fabulous.,Positive,0.5267
The food was fresh and tasty and flavorful! Yum!!,Positive,0.3182
Super fast and tasty!,Positive,0.5994
"Food was good, 2 for 1 was a steal!",Negative,-0.0772
Love these gyros!,Positive,0.6369
fantastic tasting food. you won't be disappointed,Positive,0.7314
soooo much food,Neutral,0.0
"Followed instructions to the T, delicious food",Positive,0.5719
Always great food,Positive,0.6249
Definitely my fav Mediterranean spot!,Positive,0.6908
Great food every time love this place,Positive,0.8519
My plate was full flavor. Official exotic food.,Neutral,0.0
Consistently good Greek Food!,Positive,0.4404
Easy delivery!,Positive,0.4404
Nom nom,Neutral,0.0
"Amazing as always! Fast, friendly, hot, and delicious!",Positive,0.8934
Delicious fresh ingredients. Gyro meat was perfect and a generous portion. Thank you 😊 If you haven’t tried this place you are missing out.,Positive,0.9467
Great food everytime.,Positive,0.6249
Fast delicious,Positive,0.5719
Super fresh and consistently great quality !,Positive,0.8834
Fresh and delicious food. The Chicken souvlaki and the side salad went perfectly together. Their pita bread was warm and soft when delivered. Definitely would recommend!,Positive,0.9169
Great gyros and pita with fries. Fresh and delicious.,Positive,0.7717
I love their baklava it’s super good,Positive,0.9001
Consistency is key and Petra’s nailed it! Absolutely delicious and filling and worth the price!,Positive,0.7316
"Savory, refreshing, bright and deliciously decadent flavors; it’s literally the best ever in Sac!",Positive,0.875
Very tasty with nutritious yogurt,Neutral,0.0
"This was so delicious, healthy, fresh and amazingly seasoned. The baklava was unbelievable!",Positive,0.8678
consistently delicious,Positive,0.5719
"Tasty, well packaged and good portion.",Positive,0.6124
"Taste just like how it’s made in Athens, Greece! So bomb",Negative,-0.1779
Always consistently good,Positive,0.4404
"great portions, amazing flavors.",Positive,0.836
so fresh! and they follow special instructions:) +++,Positive,0.6124
Everything was super tasty and arrived early!,Positive,0.5994
deelish!,Neutral,0.0
best Greek in the area!!!,Positive,0.6369
The Dalmas was so amazingly good tasting.,Positive,0.4927
It was amazing!,Positive,0.5859
The food was excellent,Positive,0.5719
Perfectly cooked Greek food,Positive,0.6369
The best. Can never go wrong with Petra!!,Positive,0.7753
Love the Fiery Feta!!,Positive,0.4215
Great delicious food thank you guys for the best food in town,Positive,0.9382
Great authentic food,Positive,0.6249
Glorious,Positive,0.6369
"Petra Greek's food is always on point! We especially love their Avgolemono soup! It is a delightful meal anytime of the year, it's that good!",Positive,0.9041
Sooooo tasty!,Neutral,0.0
Great communication and prompt delivery time.,Positive,0.6249
maybe i just love sushi but this was super yum and really filling!,Positive,0.8442
Always wonderful quality!,Positive,0.5719
Best sushi in Sac,Positive,0.6369
The sushi was great! The only downside to the whole experience was that they forgot to include chopsticks.,Positive,0.4767
Satisfying. Good portions.,Positive,0.7096
Their sushi rolls are absolutely amazing. Perfectly packaged and great tasting rolls,Positive,0.9283
Very tasty!,Neutral,0.0
Soooo yummmyy!!,Neutral,0.0
We love Cafe Sushi bento box. The food is delicious!,Positive,0.836
Perfect everytine.,Positive,0.5719
Food tastes fresh!,Positive,0.3182
My favorite sushi place!,Positive,0.4588
Always tasty.,Neutral,0.0
very tasty,Neutral,0.0
Love the beef and cheddar sandwich and Arby’s curly fries. Always consistent food product wherever I have been at each Arby’s.,Positive,0.6369
Thanks,Positive,0.4404
Very good well made food,Positive,0.6124
I always share my roast beef I get with my dog and we both really love their roast beef!,Positive,0.7713
Very tasty food.,Neutral,0.0
Love Arby's,Positive,0.6369
Great food! Love this place!,Positive,0.8519
"""""""Burger is so delicious 😋 😍 with straight fries 🍟 😋 & drink is kind of okay.""""""",Positive,0.872
"I love the freshness, the bread,  All of the meat, the sauces The crinkle fries EVERYTHING ❤️",Positive,0.6369
Thanks for the prompt & quick order. Not sure why the uber app did not attach my name to the food. Thanks for sorting all of that out!!  I’ll eat now.,Positive,0.6486
Tasty yummy burgers!!!,Positive,0.5267
First time ordering from Burger lounge and it won’t be the last hamburger was delicious. Well worth the money and the onion rings and fries. Perfect.,Positive,0.5722
I love it!!,Positive,0.6369
food always fresh,Positive,0.3182
food was excellent. turkey burgers  were very moist!,Positive,0.5719
great burger!,Positive,0.6249
Very good burgers!,Positive,0.4404
Food so delicious and fresh and hot,Positive,0.7184
Burgers are sooo good.,Positive,0.4404
"Staff is friendly, food is good, very relaxing atmosphere. This place does burgers right!",Positive,0.8519
I’ve been vegan for 3 months and this is the best vegan burger I’ve had!!,Positive,0.6369
Great.,Positive,0.6249
Great quality,Positive,0.6249
Excellent quality as always.,Positive,0.5719
The burgers were so delicious 🤤😍,Positive,0.5719
Best in town,Positive,0.6369
best burger I've ever had,Positive,0.6369
the food was good and fresh,Positive,0.6369
"The Haitian beef patty is yummy , beef is seasoned good.",Positive,0.743
Amazing taste definitely will order again,Positive,0.7579
Plantains were fried perfectly.  The pickled veggies were delicious. The beef patty was full and fried perfectly.  I’ll be back soon to try more.,Positive,0.8834
"I'm not an expert on Caribbean food, but the meals feel and taste authentic to me! Delightful and delicious! plantains are dry, the oxtails are tasty, I love the yellow rice rice with pigeon peas. My first meal of baked ribs, also delicious. Til next",Positive,0.9468
very very good food I'll be ordering the food again,Neutral,0.0258
great customer service,Positive,0.6249
very yum,Neutral,0.0
Order was correct and tasty.,Neutral,0.0
I absolutely love supporting small business!,Positive,0.8258
Phoenix rolls are amazing…!,Positive,0.5859
Flavor everywhere from the roll to the sauce,Neutral,0.0
"First time trying Firehouse Subs, the meatball sub was super delicious!",Positive,0.8225
great bread!,Positive,0.6249
Superb!,Positive,0.6249
Sandwiches are awesome here!,Positive,0.6249
It was delicious and great deal,Positive,0.8316
Absolutely delicious sandwiches,Positive,0.6115
"They do a great job, consistent good quality",Positive,0.7906
Fast n tasty1,Neutral,0.0
It was a day and she got me home,Neutral,0.0
Great quality food….every time.,Positive,0.6249
"great food, nice portions, great staff and atmosphere.",Positive,0.9001
"I got the fried chicken (thigh,wing) ,mac and cheese, and candied yams—slapped!!!",Neutral,0.0
"Delicious every single time. I could the Mac and cheese, yams and greens EVERY DAY.",Positive,0.5719
Fixin's had amazing sides and fabulous red velvet cake!!,Positive,0.802
Amazing fried chicken. Travels well too.,Positive,0.7096
Food was amazing!,Positive,0.5859
"I live in New Orleans, but order food for my dad often. He loves the fried chicken and smothered pork chops. His favorite sides are the greens and candied yams. I love when he gets his food and says I’m about to grub out. Lol",Positive,0.9231
I moaned through the entire meal! This is my goto for catfish ❤️,Negative,-0.1027
This is my first time trying I had a pick up order. It was very good fresh hot very tasteful will order again.,Positive,0.6369
The Blackened Salmon Cobb Salad was excellent!,Positive,0.5719
Yummy salmon salad. Needed ketchup for fries tho. Overall great meal.,Positive,0.8176
This Caesar salad is so refreshing and fun I wasn’t expecting it to be so big it’s perfect,Positive,0.0777
Amazing communication. Fastest delivery ever. Thank you so much.,Positive,0.743
Halloumi sandwich is too good to be true.,Positive,0.6908
"Excellent food great salad the club sandwiches perfect, nothing wrong here folks will visit again",Positive,0.9332
Great salads!,Positive,0.6249
Was nervous about the fries as this was a delivery order but everything was nicely prepared. Food tasted great. Thank you!!!,Positive,0.8519
Excellent delivery communication!,Positive,0.5719
quick and tasty,Neutral,0.0
Em jack fries go crazy🔥🔥 hella bomb!!!!!!,Negative,-0.7089
Everything was great!,Positive,0.6249
Always a reliable place to eat with fresh food,Positive,0.3182
Healthy options,Positive,0.4019
Yummy salad.,Positive,0.5267
"Dependably good food, excellent service.",Positive,0.765
Good plate,Positive,0.4404
The Salmon Salad was amazing. Fresh and well portioned.,Positive,0.802
Fresh and tasty!!,Positive,0.3182
Always top notch.,Positive,0.2023
Great flavor and selections...,Positive,0.6249
Go See Ben and his team at Vegan Deadly Sins for the best Vegan Asian food Anywhere!,Positive,0.1531
"If I could only dine at one restaurant in Sacramento, it would unquestionably be VEGAN DEADLY SINS!  You would be hard pressed to find better Asian Vegan cuisine anywhere in the entire 🌍: 5-star all the way!",Negative,-0.2732
Great vegan fried chicken,Positive,0.6249
Outstanding food. Vegans are so lucky to have this place!!!!!!,Positive,0.7783
tons of fabulous vegan dishes,Positive,0.5267
The spicy Tan Tan noodles are incredible!!!,Neutral,0.0
Love vegan food,Positive,0.6369
I love vegan deadly sins,Positive,0.1531
Vegan drumsticks very good,Positive,0.4404
They cater to gluten free options! It’s almost impossible to find gluten free Chinese food!,Positive,0.765
Fun and delicious food with gf,Positive,0.7906
Satisfying vegan food with excellent flavors!,Positive,0.7717
thank you for the great service,Positive,0.765
My new favorite place amazing healthy food!,Positive,0.8591
Thank you ORA!  Thank you for was still hot! Whoop whoop!,Positive,0.6124
tasty food!,Neutral,0.0
"The food is exceptionally fresh,properly seasoned, and very tasty.",Neutral,0.0
Flavorful and generous portions,Positive,0.5106
So delicious :),Positive,0.5719
Great food.   Great flavors.   Great timing of delivery.,Positive,0.9231
Super good,Positive,0.7783
Great vegan food. Didn't miss the meat at all.,Positive,0.6751
"Quite delicious, a tad salty but still 5 star worthy!",Positive,0.7841
Food was great! Especially loved the Walnut Prawns.,Positive,0.8516
"Vegan Deadly Sins is the very Best Chinese Vegan Restaurant on Planet Earth!  Were I living in Sacramento, I would be an every day customer: Almost reason alone to move here!",Neutral,-0.0314
never disappoints <3,Positive,0.2924
"Everything was delicious, affordable, and the portions were good. Get the sesame balls!!",Positive,0.765
"fresh veggies, hot food, Jabar was so nice and polite.",Positive,0.6249
"GREAT quality vegan food. Some of the best imitation you'll find. Flavor and texture are very pleasing, and the staff has always been very kind.",Positive,0.9442
"Quick service, great vegan food!",Positive,0.6249
Great flavors. Loved the “ribs”.,Positive,0.8402
Incredibly good!,Positive,0.4927
Delicious vegan food with lots of options.,Positive,0.5719
Quick and consistent,Neutral,0.0
Delicious. Always fresh and amazing. Thank you so much for all you do.,Positive,0.9062
Really delicious food and good portion size,Positive,0.7996
"I am not a vegan, but the food is sooo good...I'm considering being one, lol. This place is a gem. A must try.",Positive,0.4215
Excellent food and selection of vegan items,Positive,0.5719
delicious and filling for my soul,Positive,0.5719
Best flavor and portions!,Positive,0.6369
I've been happy with everything I've ordered and I've eaten here....too many times :),Positive,0.5719
So delicious. Can’t wait to try more things! So thrilled they are local! :),Positive,0.765
Very fast delivery across town. Food was fresh and hot still. Loved that they are open late. Prices are reasonable. They followed instructions added in the notes.,Positive,0.7351
super delicious,Positive,0.8225
Their food is always great. So glad I can have it delivered,Positive,0.7964
Great food! Highly recommend!,Positive,0.7841
Great value,Positive,0.7579
Well prepared,Positive,0.4588
"Food was hot, delicious and perfect. Portions were larger than expected. Will definitely order here again",Positive,0.8779
amazing guy,Positive,0.5859
Fast and friendly!,Positive,0.4939
So fantastic great portions,Positive,0.8271
Fast order,Neutral,0.0
Good portions,Positive,0.4404
Good Cantonese food. Their dry style beef chow fun is really delicious 😋,Positive,0.8805
Always delicious. Share the hot sauce tho ;),Positive,0.7096
food is delicious and fresh,Positive,0.7184
Hot and fresh when arrived.,Positive,0.3182
Good food at a fair price.,Positive,0.6369
The food is consistently good. Definitely a hidden gem on Broadway,Positive,0.6808
OMG THIS PLACE IS TOTALLY UNDERRATED AND DEFINITELY SLEPT ON! SOO GOOD SOO FRESH AND SOO TASTY!! 10/10 DEFINITELY RECOMMEND!!!!,Positive,0.9128
Thx,Positive,0.3612
They are always reliable and the food is owe so tasty! The price is worth it for the quantity you get ! All our family members and friends we order from love it !,Positive,0.8519
Tastes like love. <3,Positive,0.7717
Always good 😘,Positive,0.4404
"The food selection is great, and I can't wait to try more.",Positive,0.6249
The food flavors were bomb,Negative,-0.4939
Sesame chicken was great!,Positive,0.6249
Delish,Neutral,0.0
Perfect delivery,Positive,0.5719
"I love this Wor Wonton Soup, it’s delicious, you don’t have to add any seasoning, it’s perfect!😀",Positive,0.7097
Great food and consistent 🫶🏼,Positive,0.6249
I ordered late at night and was so excited they could still deliver and it was piping hot and delicious!,Positive,0.7269
Excellent delivery,Positive,0.5719
best Chinese food I have found. I love the shrimp dishes I strongly recommend,Positive,0.9186
Everything excellent! Fresh and great flavor and quality ingredients!!!,Positive,0.8779
"Great food, large servings, got here on time!",Positive,0.6249
Wonderful food! Especially the dumplings,Positive,0.659
Everything we ordered was fabulous!! It was our first time trying this spot and we loved the crab cheese wontons!,Positive,0.8074
Excellent food very fresh,Positive,0.7184
"This order was DEFINITELY WORTH THE WAIT! IT WAS ABSOLUTELY DELICIOUS! My 1st order was delivered to the wrong address, but I took a chance and reordered, and I'm glad I did! Thank you for an awesome taste experience!",Positive,0.9441
"Tried it for the first tonight, super delicious, super fast, really good food.",Positive,0.9402
"#1 Chinese restaurant, large portions, fair prices, excellent presentation, excellent packaging and service,",Positive,0.8658
Quick delivery.  Always hot & fresh,Positive,0.3182
Great portions for the price.,Positive,0.6249
Impeccable Grevious very very delicious,Positive,0.5719
delivered hot tasty and bodacious.,Neutral,0.0
pot stickers on point! driver was expadicious like my food was delicious!:)..,Positive,0.7351
"very good, good portions",Positive,0.7003
The food is always delicious. and perfect portion for the price.,Positive,0.8126
"Excelente he was very polite and respectful, very fast delivery to my hands! Thanks",Positive,0.8442
"Excelente, un sabor increíble la carne de primera",Neutral,0.0
Food is good and portion size is great,Positive,0.7906
"""this is my first time trying it. it was delicious but cannot say """"I love it"""" yet. """,Positive,0.0854
The burger was delicious and still warm when it got to me!! ❤️‍🔥❤️‍🔥,Positive,0.6808
great food!,Positive,0.6249
Delicious best sweet potato fries I’ve ever had.,Positive,0.8979
Always amazing.,Positive,0.5859
We ordered the dos enchiladas & bean dip. It was delicious!!! The food was fresh! 3 Hermanas salsa has the best flavor! Their chips are light & crispy! I will definitely order from here again! ✨🇲🇽🌮🇲🇽✨,Positive,0.9169
Great Customer service sweet and clean,Positive,0.8689
it was great,Positive,0.6249
The food was yummy and just what I wanted!,Positive,0.5267
My favorite chile verde in Sacramento! Got it with pinto beans and rice. They threw in some chips and salsa too. Arrived hot and tastes amazing.,Positive,0.7783
It's an authentic female-owned spot  with a traditional variety and very warm service.,Positive,0.2263
So delicious! Best mexican food in Sacramento!!,Positive,0.836
Consistently great food!,Positive,0.6249
Very tasty,Neutral,0.0
Excellent Thai food! It is always very fresh and flavorful.,Positive,0.7184
Good taste,Positive,0.4404
"Delicious, as always.",Positive,0.5719
It’s cool,Positive,0.3182
"My first time trying it, I will be back! Food was gooooood!",Neutral,0.0
food is tasty and good quality. affordable price and good servings. On time delivery,Positive,0.7003
"best Thai food in our area! I can eat their pad Thai daily, and the other dishes are so full of aromatics and flavor, even without spice!",Positive,0.6369
Tasted great,Positive,0.6249
Amazing Thai food,Positive,0.5859
My favorite Thai food in Sacramento by far!,Positive,0.4588
Pretty much everything is excellent,Positive,0.7845
Excellent Service and tasty food.,Positive,0.5719
If you like hot sauce be sure you ask for it.,Positive,0.5859
Great delivery,Positive,0.6249
"Ordered three items, Large gai, pad ke mao and sum tam. All were very good but when ordering with the app I didn't see the option to choose how hot I wanted it. Had to call in to let them know to make it spicy.",Positive,0.4404
The food is amazing!,Positive,0.5859
food is delicious,Positive,0.5719
Delicious and I'm definitely ordering from this place again!! great portion too!,Positive,0.8885
great food...,Positive,0.6249
Love the food,Positive,0.6369
It taste sooo good. Nothing else to say,Positive,0.4404
love the tom yum and yellow curry chicken!,Positive,0.6369
Very delicious,Positive,0.5719
Dude was legit. Delivered on an 80's swchinn steel frame like mine. Coolest thing I've ever seen. Stay safe and much love.,Positive,0.8625
Very flavorful,Neutral,0.0
delicious and great value - big portions!,Positive,0.8807
The portions on take out are huge,Positive,0.3182
Driver was patient with gate code issue.  Thank you.,Positive,0.3612
"Decent price , good food, fresh",Positive,0.6369
Love the tacos here. Always crispy when they arrive. This time the meat was underseasoned but it was still very tasty,Positive,0.6369
As always great!,Positive,0.6249
"Food is always great, huge plates, and they look at special instructions!!!",Positive,0.8442
sup,Neutral,0.0
Quick delicious and affordable,Positive,0.5719
Good eatin'!,Positive,0.4404
burritos are amazing 👏,Positive,0.5859
great value... large portions... fast preparation at 4 pm weekday,Positive,0.7579
All around great food.,Positive,0.6249
First time in Sacramento and the food choice was by far the best! So glad I chose to dine here!,Positive,0.802
burritos were filling and they followed instructions which was appreciated!,Positive,0.5106
"hot and fresh, not messy and tasted delicious.",Positive,0.5423
The shredded beef and bell peppers in my burrito was bomb. Fresh ah,Negative,-0.2263
Quick and very large portion,Neutral,0.0
Legitty!,Neutral,0.0
"Large portions at a great affordable price, food quality was very good and fresh. The pineapple drink didn't taste like real pina but that's okay it was still good. Our special requests were all honored. Thank you!!!",Positive,0.9638
Their burritos are bomb,Negative,-0.4939
the food was good,Positive,0.4404
Food is just awesome. Great portions.,Positive,0.8481
"Great food, generous portions, good prices.",Positive,0.8834
My go to place for Mexican food. Delicious all the time.,Positive,0.5719
fast fresh,Positive,0.3182
great Mexican food!,Positive,0.6249
"West Sacramento California Burrito, is the best place to eat without a doubt. I recommend this location to all my family and friends! Not only is the food good, the employees are awesome!! 100% every time I ordered food it’s always the best! No Cap!",Positive,0.9618
"I was having a pretty rotten day, and I figured some good food would be nice. I ordered from here and my order came with extra food with no extra charge.  It really lifted my spirits, thank you :)",Positive,0.8534
Good portion size and flavorful.,Positive,0.4404
Everything I ordered was amazing!!!! Best Mexican food I have had in a long time!!!!,Positive,0.8402
"Love the Ubereats deals, amazing food",Positive,0.8402
Presentation is amazing!,Positive,0.5859
Great price,Positive,0.6249
Everything was a good temperature great portions and tasted great,Positive,0.9022
Ordered the Spicy Shredded Beef Tacos and they were delicious. The Habanero sauce had a great kick and came in a convenient dipping cup. 1/2 side of rice and beans were tasty and the perfect serving size.,Positive,0.91
"had a wet burrito with spicy beef as the meat. DELICIOUS! it's very filling, flavourful, hot when delivered, and it looks like the picture.",Positive,0.7351
They always get my order correct and the serving sizes are perfect.  This is the best Mexican food spot to order from on Uber eats.  🤙🏽,Positive,0.836
Definitely my favorite restaurant ever.,Positive,0.6908
Great super burritos. All the meats were tasty. Good size and arrived hot.,Positive,0.8979
"Amazing Mexican dishes. Fresh ingredients and great price!. I grew up near the fruitvale district in Oakland, they call this place little Mexico, so I’ve been eating Mexican food all my life, from taco trucks to brick and mortars. Chita’s is truly authentic Mexican food 🌮!",Positive,0.9201
"Delicious!  Great flavor, temperature and portion size.",Positive,0.8316
will definitely order again!,Positive,0.4019
Hot and really great meat. Best take out in ages.,Positive,0.8707
"it's never failed, well worth the price and a town staple.",Positive,0.0572
Tacos were delicious.,Positive,0.5719
amazing dug,Positive,0.5859
My favorite midtown Taqueria! They are friendly and the food is quality.,Positive,0.7351
Food is top notchhh!! I love the enchiladas! I love the super chicken burritos! Every where else gets a fake name. They get my real name because the food is absolutely realll,Positive,0.9001
Love this place! Always amazing!!!,Positive,0.8402
Authentic Mexican food!,Neutral,0.0
"California burrito has the perfect ratio of meat and fries, without a bunch of lettuce or other filler. They also include salsa cups. love that!",Positive,0.836
My food is perfect every time.,Positive,0.5719
love them,Positive,0.6369
Best place is Sacramento and California,Positive,0.6369
"Nachos have real cheese, meat is good, tacos are cheap and so good.  Also killer desserts if you're into that (I am)",Positive,0.128
The chicken enchiladas are so good,Positive,0.4404
Food was great. Drop off was great. Thank you,Positive,0.8625
"Fast, delicious, and affordable",Positive,0.5719
Best surf and turf burritos in town!,Positive,0.6369
Consistent and delicious,Positive,0.5719
Super great nachos.,Positive,0.8402
Churros slap,Positive,0.1531
GREAT FOOD,Positive,0.6249
best restaurant... par excellence.,Positive,0.8519
best food evar,Positive,0.6369
food was amazing and service is always great,Positive,0.836
everything tasted amazing,Positive,0.5859
The best burrito I ever had in years,Positive,0.6369
tacos were amazing burrito was fantastic,Positive,0.8126
Taste just like food I grew up eating!,Positive,0.3612
The wet burritos are delish and filling!,Neutral,0.0
my favorite spot!!,Positive,0.4588
Good chicken tortilla soup,Positive,0.4404
always fresh and good,Positive,0.6369
quick affordable yummy,Positive,0.5267
"Seriously delicious, better than any fast food",Positive,0.7096
This burrito was so big. I could have eaten it for two meals!,Neutral,0.0
I love the cali burrito!! Have been coming here since 2015! Always fast and amazing taste,Positive,0.8402
very savory,Neutral,0.0
love their food,Positive,0.6369
Awesome food good deals and Richard is cute,Positive,0.875
Huge portions. Awesome,Positive,0.7506
Food is awesome..,Positive,0.6249
Exceeded expectations!,Neutral,0.0
Delicious food and still hot. Very filling. Great portion sizes.,Positive,0.8316
Flavorful burrito and a nice sized horchata. The sauce was also good and spicy!,Positive,0.6908
tortas are excellent,Positive,0.5719
Burrito was hella good,Positive,0.4927
It was great,Positive,0.6249
